invenId,unitCode,name,level,maxLevel,evolution,locked,talentGrade
1922807991,u1559e-yb,yb,1,120,evolved,False,0
1922807992,u018s-leonard,leonard,1,160,special,False,0
1922807993,u0008h-leonard,leonard,1,140,hyper,False,0
1922808928,u1350e-sally,sally,1,120,evolved,False,0
1922808929,u126e-charles,charles,1,120,evolved,False,0
1922808930,u1222e-cony,cony,1,120,evolved,False,0
1922808931,u1008e-brown,brown,1,120,evolved,False,0
1922808932,u1338e-moon,moon,1,120,evolved,False,0
1922808933,u1014e-cony,cony,1,120,evolved,False,0
1922808934,u418e-sally,sally,1,120,evolved,False,0
1922808935,u1238e-sally,sally,1,120,evolved,False,0
1922808936,u1205u-sally,sally,1,140,ultra,False,0
1922808937,u1090e-boss,boss,1,120,evolved,False,0
1922809254,u397e-toti,toti,1,120,evolved,False,0
1922809255,u1098e-moon,moon,1,120,evolved,False,0
1922809256,u1153e-cony,cony,1,120,evolved,False,0
1922809257,u1161e-cony,cony,21,120,evolved,False,0
1922809258,u1002e-cony,cony,94,120,evolved,False,0
1922809259,u1151e-sally,sally,1,120,evolved,False,0
1922809261,u471e-cony,cony,1,120,evolved,False,0
1922809262,u1287e-sally,sally,94,120,evolved,False,0
1922809263,u1145e-brown,brown,94,120,evolved,False,0
1922809264,u1014e-cony,cony,1,120,evolved,False,0
1925599924,u018s-leonard,leonard,1,160,special,False,0
1925600097,u319e-sally,sally,1,100,evolved,False,0
1925600155,u1091e-hunt,hunt,1,100,evolved,False,0
1925600205,u1073e-brown,brown,1,120,evolved,False,0
1925600281,u093u-honey,honey,1,120,ultra,False,0
1925600349,u387e-moon,moon,1,100,evolved,False,0
1925600403,u319e-sally,sally,1,100,evolved,False,0
1925600469,u093e-honey,honey,1,100,evolved,False,0
1930435490,u016s-leonard,leonard,1,120,special,False,0
1940718611,u018s-leonard,leonard,1,160,special,False,0
1940718612,u016s-leonard,leonard,1,120,special,False,0
1986798338,u1585e-brown,brown,1,120,evolved,False,0
1986798374,u016s-leonard,leonard,1,120,special,False,0
1986808953,u001s-leonard,leonard,1,20,special,False,0
1986811686,u024e-yang,yang,47,80,evolved,False,0
1986814890,u009s-leonard,leonard,1,80,special,False,0
1986816375,u002s-leonard,leonard,1,30,special,False,0
1986819636,u002s-leonard,leonard,1,30,special,False,0
1986821507,u027e-renee,renee,85,85,evolved,False,0
1986824183,u003s-leonard,leonard,1,40,special,False,0
1986831289,u004s-leonard,leonard,1,50,special,False,0
1986838476,u004s-leonard,leonard,1,50,special,False,0
1986840590,u004s-leonard,leonard,1,50,special,False,0
1986845989,u021e-brown,brown,3,80,evolved,False,0
1986849703,u021e-brown,brown,1,80,evolved,False,0
1986858047,u023e-sindy,sindy,1,80,evolved,False,0
1986869815,u004s-leonard,leonard,1,50,special,False,0
1986872805,u023e-sindy,sindy,1,80,evolved,False,0
1986876884,u005s-leonard,leonard,1,60,special,False,0
1986880718,u010s-leonard,leonard,1,100,special,False,0
1986881790,u004s-leonard,leonard,1,50,special,False,0
1986883243,u004s-leonard,leonard,1,50,special,False,0
1986886025,u005s-leonard,leonard,1,60,special,False,0
1986888617,u010s-leonard,leonard,1,100,special,False,0
1986892004,u014e-cony,cony,3,80,evolved,False,0
1986897714,u016s-leonard,leonard,1,120,special,False,0
1986899128,u005s-leonard,leonard,1,60,special,False,0
1986900466,u004s-leonard,leonard,1,50,special,False,0
1986902805,u005s-leonard,leonard,1,60,special,False,0
1986904045,u004s-leonard,leonard,1,50,special,False,0
1986906420,u005s-leonard,leonard,1,60,special,False,0
1986912288,u005s-leonard,leonard,1,60,special,False,0
1986915002,u2030e-jessica,jessica,1,80,evolved,False,0
1986919239,u005s-leonard,leonard,1,60,special,False,0
1986920695,u005s-leonard,leonard,1,60,special,False,0
1986923182,u005s-leonard,leonard,1,60,special,False,0
1986924365,u005s-leonard,leonard,1,60,special,False,0
1986927244,u005s-leonard,leonard,1,60,special,False,0
1986928436,u004s-leonard,leonard,1,50,special,False,0
1986929654,u016s-leonard,leonard,1,120,special,False,0
1986930788,u005s-leonard,leonard,1,60,special,False,0
1986932208,u004s-leonard,leonard,1,50,special,False,0
1986935088,u004s-leonard,leonard,1,50,special,False,0
1986938233,u016s-leonard,leonard,1,120,special,False,0
1986939488,u005s-leonard,leonard,1,60,special,False,0
1986940839,u004s-leonard,leonard,1,50,special,False,0
1986943705,u004s-leonard,leonard,1,50,special,False,0
1986945408,u004s-leonard,leonard,1,50,special,False,0
1986948654,u004s-leonard,leonard,1,50,special,False,0
1986950347,u004s-leonard,leonard,1,50,special,False,0
1986953832,u004s-leonard,leonard,1,50,special,False,0
1986955315,u2030e-jessica,jessica,1,80,evolved,False,0
1986956895,u016s-leonard,leonard,1,120,special,False,0
1986958562,u004s-leonard,leonard,1,50,special,False,0
1986960436,u004s-leonard,leonard,1,50,special,False,0
1986960437,u005s-leonard,leonard,1,60,special,False,0
1986964432,u005s-leonard,leonard,1,60,special,False,0
1986966218,u004s-leonard,leonard,1,50,special,False,0
1986967911,u016s-leonard,leonard,1,120,special,False,0
1986969630,u2030e-jessica,jessica,1,80,evolved,False,0
1986971368,u005s-leonard,leonard,1,60,special,False,0
1986974410,u004s-leonard,leonard,1,50,special,False,0
1986975751,u2030e-jessica,jessica,1,80,evolved,False,0
1986977323,u2031e-jessica,jessica,1,100,evolved,False,0
1986978949,u005s-leonard,leonard,1,60,special,False,0
1986980139,u005s-leonard,leonard,1,60,special,False,0
1986983004,u005s-leonard,leonard,1,60,special,False,0
1986984175,u2030e-jessica,jessica,1,80,evolved,False,0
1986986964,u004s-leonard,leonard,1,50,special,False,0
1986988569,u005s-leonard,leonard,1,60,special,False,0
1986991616,u2030e-jessica,jessica,1,80,evolved,False,0
1986993314,u004s-leonard,leonard,1,50,special,False,0
1986994781,u2031e-jessica,jessica,1,100,evolved,False,0
1986996127,u004s-leonard,leonard,1,50,special,False,0
1986997592,u2030e-jessica,jessica,1,80,evolved,False,0
1987001178,u2030e-jessica,jessica,1,80,evolved,False,0
1987003040,u2030e-jessica,jessica,1,80,evolved,False,0
1987005352,u0008u-leonard,leonard,1,140,ultra,False,0
1987008210,u005s-leonard,leonard,1,60,special,False,0
1987012404,u005s-leonard,leonard,1,60,special,False,0
1987013944,u2031e-jessica,jessica,1,100,evolved,False,0
1987015368,u2030e-jessica,jessica,1,80,evolved,False,0
1987017201,u004s-leonard,leonard,1,50,special,False,0
1987020034,u2030e-jessica,jessica,1,80,evolved,False,0
1987021951,u004s-leonard,leonard,1,50,special,False,0
1987024050,u016s-leonard,leonard,1,120,special,False,0
1987025799,u005s-leonard,leonard,1,60,special,False,0
1987030727,u2030e-jessica,jessica,1,80,evolved,False,0
1987032327,u2030e-jessica,jessica,1,80,evolved,False,0
1987033728,u2031e-jessica,jessica,1,100,evolved,False,0
1987035019,u2030e-jessica,jessica,1,80,evolved,False,0
1987036629,u005s-leonard,leonard,1,60,special,False,0
1987039972,u2030e-jessica,jessica,1,80,evolved,False,0
1987045706,u005s-leonard,leonard,1,60,special,False,0
1987047325,u005s-leonard,leonard,1,60,special,False,0
1987050234,u2030e-jessica,jessica,1,80,evolved,False,0
1987053491,u2031e-jessica,jessica,1,100,evolved,False,0
1999291309,u2030e-jessica,jessica,1,80,evolved,False,0
1999292921,u009s-leonard,leonard,1,80,special,False,0
1999300197,u2030e-jessica,jessica,1,80,evolved,False,0
1999416348,u009s-leonard,leonard,1,80,special,False,0
1999532798,u010s-leonard,leonard,1,100,special,False,0
1999539888,u2031e-jessica,jessica,1,100,evolved,False,0
1999539889,u2031e-jessica,jessica,1,100,evolved,False,0
1999541063,u001s-leonard,leonard,1,20,special,False,0
1999541429,u001s-leonard,leonard,1,20,special,False,0
1999541821,u001s-leonard,leonard,1,20,special,False,0
1999543974,u016s-leonard,leonard,1,120,special,False,0
1999544846,u016s-leonard,leonard,1,120,special,False,0
1999545474,u0008u-leonard,leonard,1,140,ultra,False,0
1999551395,u010s-leonard,leonard,1,100,special,False,0
1999551404,u010s-leonard,leonard,1,100,special,False,0
1999551406,u010s-leonard,leonard,1,100,special,False,0
1999980902,u004s-leonard,leonard,1,50,special,False,0
1999981683,u005s-leonard,leonard,1,60,special,False,0
1999984999,u004s-leonard,leonard,1,50,special,False,0
1999985821,u0008u-leonard,leonard,1,140,ultra,False,0
1999986669,u004s-leonard,leonard,1,50,special,False,0
2001475476,u1595e-uk,uk,46,120,evolved,False,0
2001475498,u016s-leonard,leonard,1,120,special,False,0
2001976029,u2030e-jessica,jessica,1,80,evolved,False,0
2003790792,u0008u-leonard,leonard,1,140,ultra,False,0
2003791367,u0008h-leonard,leonard,1,140,hyper,False,0
2004775898,u018s-leonard,leonard,1,160,special,False,0
2014306374,u1566e-sally,sally,1,120,evolved,False,0
2014306395,u472e-pico,pico,1,100,evolved,False,0
2014306409,u403e-jessica,jessica,1,100,evolved,False,0
2014306433,u1034e-dane,dane,1,100,evolved,False,0
2014306447,u1041e-leonard,leonard,1,100,evolved,False,0
2014306462,u457e-jessica,jessica,1,100,evolved,False,0
2014306489,u457e-jessica,jessica,1,100,evolved,False,0
2014306506,u091u-ksm,ksm,1,120,ultra,False,0
2014306528,u124e-charles,charles,1,100,evolved,False,0
2014306550,u417e-sally,sally,1,100,evolved,False,0
2014306576,u010s-leonard,leonard,1,100,special,False,0
2014306585,u1135e-moon,moon,1,100,evolved,False,0
2014306606,u1041e-leonard,leonard,1,100,evolved,False,0
2014306615,u430e-cony,cony,1,100,evolved,False,0
2014306628,u430e-cony,cony,1,100,evolved,False,0
2014306645,u319e-sally,sally,1,100,evolved,False,0
2014306650,u1221e-cony,cony,1,100,evolved,False,0
2014306657,u457e-jessica,jessica,1,100,evolved,False,0
2014306681,u285e-brown,brown,1,100,evolved,False,0
2014306714,u1048e-hime,hime,1,100,evolved,False,0
2014306744,u419e-cony,cony,1,100,evolved,False,0
2014306760,u470e-cony,cony,1,100,evolved,False,0
2014306767,u430e-cony,cony,1,100,evolved,False,0
2014306784,u381e-sally,sally,1,100,evolved,False,0
2014306793,u1021e-brown,brown,1,100,evolved,False,0
2014306800,u1057e-moon,moon,1,100,evolved,False,0
2014306824,u1429e-moon,moon,1,120,evolved,False,0
2014306847,u465e-merry,merry,1,100,evolved,False,0
2014306859,u278e-moon,moon,1,100,evolved,False,0
2022363277,u018s-leonard,leonard,1,160,special,False,0
2022363279,u1595e-uk,uk,1,120,evolved,False,0
2041771287,u2030e-jessica,jessica,1,80,evolved,False,0
2042167118,u1610e-sk,sk,1,120,evolved,False,0
2058500560,u1625e-na,na,1,120,evolved,False,0
2058500681,u1162e-sally,sally,1,100,evolved,False,0
2060763737,u004s-leonard,leonard,1,50,special,False,0
2060764242,u004s-leonard,leonard,1,50,special,False,0
2076171189,u1625e-na,na,1,120,evolved,False,0
