invenId,unitCode,name,level,maxLevel,evolution,locked,talentGrade
1663240164,u005s-leonard,leonard,1,60,special,False,0
1663241713,u004s-leonard,leonard,1,50,special,False,0
1663242316,u005s-leonard,leonard,1,60,special,False,0
1663244188,u004s-leonard,leonard,1,50,special,False,0
1663244895,u005s-leonard,leonard,1,60,special,False,0
1663246842,u004s-leonard,leonard,1,50,special,False,0
1663247628,u004s-leonard,leonard,1,50,special,False,0
1663248367,u2031e-jessica,jessica,1,100,evolved,False,0
1663249357,u004s-leonard,leonard,1,50,special,False,0
1663250030,u005s-leonard,leonard,1,60,special,False,0
1663252176,u005s-leonard,leonard,1,60,special,False,0
1663254762,u004s-leonard,leonard,1,50,special,False,0
1663255411,u2030e-jessica,jessica,1,80,evolved,False,0
1663257067,u004s-leonard,leonard,1,50,special,False,0
1663257886,u005s-leonard,leonard,1,60,special,False,0
1663258757,u2031e-jessica,jessica,1,100,evolved,False,0
1663259809,u004s-leonard,leonard,1,50,special,False,0
1663266208,u010s-leonard,leonard,1,100,special,False,0
1663266214,u010s-leonard,leonard,1,100,special,False,0
1663266215,u010s-leonard,leonard,1,100,special,False,0
1663269749,u016s-leonard,leonard,1,120,special,False,0
1663269750,u016s-leonard,leonard,1,120,special,False,0
1663269752,u016s-leonard,leonard,1,120,special,False,0
1663269754,u016s-leonard,leonard,1,120,special,False,0
1663269770,u013s-leonard,leonard,1,120,special,False,0
1663269771,u013s-leonard,leonard,1,120,special,False,0
1663269772,u013s-leonard,leonard,1,120,special,False,0
1663269773,u013s-leonard,leonard,1,120,special,False,0
1663269774,u013s-leonard,leonard,1,120,special,False,0
1663269776,u013s-leonard,leonard,1,120,special,False,0
1663269778,u013s-leonard,leonard,1,120,special,False,0
1663269780,u013s-leonard,leonard,1,120,special,False,0
1663269782,u013s-leonard,leonard,1,120,special,False,0
1663269784,u013s-leonard,leonard,1,120,special,False,0
1678113207,u005s-leonard,leonard,1,60,special,False,0
1678114278,u005s-leonard,leonard,1,60,special,False,0
1714836166,u2030e-jessica,jessica,1,80,evolved,False,0
1714838056,u004s-leonard,leonard,1,50,special,False,0
1728951930,u005s-leonard,leonard,1,60,special,False,0
1728952583,u004s-leonard,leonard,1,50,special,False,0
1743105519,u005s-leonard,leonard,1,60,special,False,0
1743105886,u2030e-jessica,jessica,1,80,evolved,False,0
1743106142,u004s-leonard,leonard,1,50,special,False,0
1759470520,u005s-leonard,leonard,1,60,special,False,0
1759470788,u2030e-jessica,jessica,1,80,evolved,False,0
1767597850,u005s-leonard,leonard,1,60,special,False,0
1767598195,u004s-leonard,leonard,1,50,special,False,0
1783883754,u1527e-sa,sa,1,120,evolved,False,0
1783883755,u1527e-sa,sa,1,120,evolved,False,0
1795853428,u005s-leonard,leonard,1,60,special,False,0
1810311343,u0008h-leonard,leonard,1,140,hyper,False,0
1810311348,u0008h-leonard,leonard,1,140,hyper,False,0
1810311355,u1544e-ja,ja,1,120,evolved,False,0
1819887127,u0008h-leonard,leonard,1,140,hyper,False,0
1819887363,u004s-leonard,leonard,1,50,special,False,0
1819887565,u004s-leonard,leonard,1,50,special,False,0
1819887760,u023e-sindy,sindy,1,80,evolved,False,0
1819888740,u1544e-ja,ja,1,120,evolved,False,0
1829491236,u0008h-leonard,leonard,1,140,hyper,False,0
1829491777,u005s-leonard,leonard,1,60,special,False,0
1829491778,u005s-leonard,leonard,1,60,special,False,0
1829492167,u2030e-jessica,jessica,1,80,evolved,False,0
1829492572,u023e-sindy,sindy,1,80,evolved,False,0
1830891826,u381e-sally,sally,1,100,evolved,False,0
1830891851,u1081e-sally,sally,1,100,evolved,False,0
1830891865,u1300e-moon,moon,1,120,evolved,False,0
1830891884,u389e-awl,awl,1,100,evolved,False,0
1830891909,u093e-honey,honey,1,100,evolved,False,0
1830891927,u1027e-sally,sally,1,100,evolved,False,0
1830891958,u1532e-sally,sally,1,120,evolved,False,0
1830891968,u025e-yang,yang,1,100,evolved,False,0
1830892003,u1118e-brown,brown,1,100,evolved,False,0
1830892014,u1064e-cony,cony,1,100,evolved,False,0
1830892063,u403e-jessica,jessica,1,100,evolved,False,0
1830892088,u1021e-brown,brown,1,100,evolved,False,0
1830892094,u1162e-sally,sally,1,100,evolved,False,0
1830892120,u419e-cony,cony,1,100,evolved,False,0
1830892140,u378e-edward,edward,1,100,evolved,False,0
1830892157,u460e-james,james,1,100,evolved,False,0
1830892190,u093e-honey,honey,1,100,evolved,False,0
1830892208,u1118e-brown,brown,1,100,evolved,False,0
1830892238,u319e-sally,sally,1,100,evolved,False,0
1830892252,u285e-brown,brown,1,100,evolved,False,0
1830892272,u1064e-cony,cony,1,100,evolved,False,0
1830892305,u319e-sally,sally,1,100,evolved,False,0
1830892316,u385e-brown,brown,1,100,evolved,False,0
1830892368,u401e-james,james,1,100,evolved,False,0
1830892408,u417e-sally,sally,1,100,evolved,False,0
1835102245,u018s-leonard,leonard,1,160,special,False,0
1835102246,u018s-leonard,leonard,1,160,special,False,0
1835102249,u1559e-yb,yb,1,120,evolved,False,0
1835103557,u005s-leonard,leonard,1,60,special,False,0
1835104377,u004s-leonard,leonard,1,50,special,False,0
1835565372,u472e-pico,pico,1,100,evolved,False,0
1835565435,u1551e-lf,lf,99,120,evolved,False,0
1835565474,u1049e-hime,hime,1,120,evolved,False,0
1855332322,u004s-leonard,leonard,1,50,special,False,0
1855333770,u005s-leonard,leonard,1,60,special,False,0
1855334994,u023e-sindy,sindy,1,80,evolved,False,0
1855425610,u0008h-leonard,leonard,1,140,hyper,False,0
1855429116,u1081e-sally,sally,1,100,evolved,False,0
1855429204,u1041e-leonard,leonard,1,100,evolved,False,0
1855429271,u1021e-brown,brown,1,100,evolved,False,0
1855429334,u1007e-cony,cony,1,120,evolved,False,0
1876049870,u1390e-james,james,1,120,evolved,False,0
1876049871,u1572e-hd,hd,81,120,evolved,True,0
1876049872,u010s-leonard,leonard,1,100,special,False,0
1876049873,u1572u-hd,hd,99,140,ultra,True,0
1876049874,u1530e-moon,moon,1,120,evolved,False,0
1876049875,u1048e-hime,hime,1,100,evolved,False,0
1876049876,u398u-tiger,tiger,82,140,ultra,False,0
1876050366,u381e-sally,sally,1,100,evolved,False,0
1876050368,u463e-brown,brown,1,100,evolved,False,0
1876050369,u1222e-cony,cony,1,120,evolved,False,0
1876050370,u1058e-moon,moon,1,120,evolved,False,0
1876050371,u1162e-sally,sally,1,100,evolved,False,0
1876050372,u399e-mike,mike,1,100,evolved,False,0
1876050373,u1041e-leonard,leonard,1,100,evolved,False,0
1876050668,u385e-brown,brown,1,100,evolved,False,0
1876050669,u375e-cony,cony,1,100,evolved,False,0
1876050670,u1171e-moon,moon,1,100,evolved,False,0
1876050673,u1091e-hunt,hunt,1,100,evolved,False,0
1876050676,u399e-mike,mike,1,100,evolved,False,0
1876050679,u122e-brown,brown,1,100,evolved,False,0
1876050683,u306e-moon,moon,1,100,evolved,False,0
1876050921,u1367e-cherina,cherina,1,120,evolved,False,0
1876050922,u428e-brown,brown,1,100,evolved,False,0
1876050923,u010s-leonard,leonard,1,100,special,False,0
1876050924,u099u-alice,alice,1,120,ultra,False,0
1876050925,u378e-edward,edward,1,100,evolved,False,0
1876050926,u1269e-brown,brown,1,120,evolved,False,0
1876050927,u472e-pico,pico,1,100,evolved,False,0
1876051123,u1162e-sally,sally,1,100,evolved,False,0
1876051124,u099e-alice,alice,1,100,evolved,False,0
1876051125,u472e-pico,pico,1,100,evolved,False,0
1876051126,u303e-cony,cony,1,100,evolved,False,0
1876051127,u403e-jessica,jessica,1,100,evolved,False,0
1876051128,u400e-mike,mike,1,120,evolved,False,0
1876051129,u019e-brown,brown,1,100,evolved,False,0
1876051403,u1570e-qs,qs,140,140,evolved,True,0
1876051404,u411e-simon,simon,1,120,evolved,False,0
1876051405,u1170e-sally,sally,1,120,evolved,False,0
1876051406,u378e-edward,edward,1,100,evolved,False,0
1876051407,u387e-moon,moon,1,100,evolved,False,0
1876051408,u402e-james,james,1,120,evolved,False,0
1876051409,u403e-jessica,jessica,1,100,evolved,False,0
1876051761,u025e-yang,yang,1,100,evolved,False,0
1876051762,u288e-mong,mong,1,100,evolved,False,0
1876051763,u1152e-cony,cony,1,100,evolved,False,0
1876051764,u1134e-brown,brown,1,120,evolved,False,0
1876051765,u1515u-sally,sally,1,140,ultra,False,0
1876051766,u1572u-hd,hd,140,140,ultra,True,0
1876051767,u383e-cony,cony,1,100,evolved,False,0
1876051933,u319e-sally,sally,1,100,evolved,False,0
1876051934,u319e-sally,sally,1,100,evolved,False,0
1876051935,u1008e-brown,brown,1,120,evolved,False,0
1876051936,u378e-edward,edward,1,100,evolved,False,0
1876051938,u0007u-leonard,leonard,1,120,ultra,False,0
1876051939,u093e-honey,honey,1,100,evolved,False,0
1876051940,u1127e-edward,edward,1,120,evolved,False,0
1876052183,u126e-charles,charles,1,120,evolved,False,0
1876052184,u464e-brown,brown,1,120,evolved,False,0
1876052185,u099e-alice,alice,1,100,evolved,False,0
1876052186,u1144u-steve,steve,1,140,ultra,False,0
1876052187,u1072e-brown,brown,1,100,evolved,False,0
1876052188,u122e-brown,brown,1,100,evolved,False,0
1876052189,u010s-leonard,leonard,1,100,special,False,0
1876052495,u387e-moon,moon,1,100,evolved,False,0
1876052496,u1287e-sally,sally,1,120,evolved,False,0
1876052497,u196u-cony,cony,1,120,ultra,False,0
1876052498,u1152e-cony,cony,1,100,evolved,False,0
1876052499,u1203e-brown,brown,1,100,evolved,False,0
1876052500,u387e-moon,moon,1,100,evolved,False,0
1876052501,u1151u-sally,sally,82,140,ultra,False,0
1876052619,u470e-cony,cony,1,100,evolved,False,0
1876052620,u1499e-sally,sally,1,120,evolved,False,0
1876052621,u288e-mong,mong,1,100,evolved,False,0
1876052622,u460e-james,james,1,100,evolved,False,0
1876052623,u1448u-brown,brown,145,145,ultra,False,0
1876052624,u1288u-boss,boss,1,140,ultra,False,0
1876052626,u436e-brownie,brownie,1,100,evolved,False,0
1876052878,u401e-james,james,1,100,evolved,False,0
1876052879,u319e-sally,sally,1,100,evolved,False,0
1876052880,u1057e-moon,moon,1,100,evolved,False,0
1876052881,u378e-edward,edward,1,100,evolved,False,0
1876052882,u1566e-sally,sally,1,120,evolved,False,0
1876052883,u010s-leonard,leonard,1,100,special,False,0
1876052885,u306e-moon,moon,1,100,evolved,False,0
1876053173,u306e-moon,moon,1,100,evolved,False,0
1876053174,u1099e-james,james,1,100,evolved,False,0
1876053175,u1269e-brown,brown,1,120,evolved,False,0
1876053176,u1015e-sally,sally,1,120,evolved,False,0
1876053177,u1081e-sally,sally,1,100,evolved,False,0
1876053178,u196e-cony,cony,1,100,evolved,False,0
1876053179,u1144e-steve,steve,1,120,evolved,False,0
1876053256,u1027e-sally,sally,1,100,evolved,False,0
1876053257,u1570e-qs,qs,99,120,evolved,True,0
1876053258,u285e-brown,brown,1,100,evolved,False,0
1876053259,u307e-moon,moon,1,120,evolved,False,0
1876053260,u288e-mong,mong,1,100,evolved,False,0
1876053261,u278e-moon,moon,1,100,evolved,False,0
1876053262,u397e-toti,toti,1,120,evolved,False,0
1876053485,u124e-charles,charles,1,100,evolved,False,0
1876053487,u383e-cony,cony,1,100,evolved,False,0
1876053488,u278e-moon,moon,1,100,evolved,False,0
1876053489,u1221e-cony,cony,1,100,evolved,False,0
1876053490,u1099e-james,james,1,100,evolved,False,0
1876053491,u1162e-sally,sally,1,100,evolved,False,0
1876053729,u419e-cony,cony,1,100,evolved,False,0
1876053733,u1118e-brown,brown,1,100,evolved,False,0
1876054318,u010s-leonard,leonard,1,100,special,False,0
1876054323,u010s-leonard,leonard,1,100,special,False,0
1876056005,u1578e-bz,bz,125,125,evolved,True,0
1876068156,u004s-leonard,leonard,1,50,special,False,0
1876069764,u004s-leonard,leonard,1,50,special,False,0
1876073698,u005s-leonard,leonard,1,60,special,False,0
1876074015,u005s-leonard,leonard,1,60,special,False,0
1876075378,u005s-leonard,leonard,1,60,special,False,0
1876079759,u004s-leonard,leonard,1,50,special,False,0
1876083958,u004s-leonard,leonard,1,50,special,False,0
1876088258,u004s-leonard,leonard,1,50,special,False,0
1876092755,u004s-leonard,leonard,1,50,special,False,0
1876097034,u004s-leonard,leonard,1,50,special,False,0
1876106691,u1576e-ap,ap,120,120,evolved,True,0
1876385219,u004s-leonard,leonard,1,50,special,False,0
1876387034,u005s-leonard,leonard,1,60,special,False,0
1876409627,u1570u-qs,qs,180,180,ultra,True,0
1878910147,u133-sally,sally,1,60,base,False,0
1879857427,u1348e-lg,lg,1,120,evolved,False,0
1879857554,u1081e-sally,sally,1,100,evolved,False,0
1879857621,u470e-cony,cony,1,100,evolved,False,0
1879857644,u384e-cony,cony,1,120,evolved,False,0
1879857683,u1152e-cony,cony,1,100,evolved,False,0
1879857710,u124e-charles,charles,1,100,evolved,False,0
1879858063,u285e-brown,brown,1,100,evolved,False,0
1879858091,u1532u-sally,sally,1,140,ultra,False,0
1879858108,u403e-jessica,jessica,1,100,evolved,False,0
1879858127,u1041e-leonard,leonard,1,100,evolved,False,0
1879858185,u399e-mike,mike,1,100,evolved,False,0
1879858199,u303e-cony,cony,1,100,evolved,False,0
1879858216,u1034e-dane,dane,1,100,evolved,False,0
1879858270,u1205e-sally,sally,1,120,evolved,False,0
1879858284,u402e-james,james,1,120,evolved,False,0
1879858311,u1099e-james,james,1,100,evolved,False,0
1879858353,u196e-cony,cony,1,100,evolved,False,0
1879858387,u288e-mong,mong,1,100,evolved,False,0
1879858403,u1091e-hunt,hunt,1,100,evolved,False,0
1879858437,u455e-moon,moon,1,100,evolved,False,0
1879858493,u1204e-brown,brown,1,120,evolved,False,0
1879858512,u288e-mong,mong,1,100,evolved,False,0
1879858539,u364u-lia,lia,1,120,ultra,False,0
1879858554,u1091e-hunt,hunt,1,100,evolved,False,0
1879858581,u285e-brown,brown,1,100,evolved,False,0
1879858596,u093e-honey,honey,1,100,evolved,False,0
1879858624,u388e-moon,moon,1,120,evolved,False,0
1879858672,u122e-brown,brown,1,100,evolved,False,0
1879858716,u319e-sally,sally,1,100,evolved,False,0
1879858746,u421e-daniel,daniel,1,100,evolved,False,0
1879858776,u463e-brown,brown,1,100,evolved,False,0
1879858804,u1222e-cony,cony,1,120,evolved,False,0
1879858822,u399e-mike,mike,1,100,evolved,False,0
1879858854,u472e-pico,pico,1,100,evolved,False,0
1879858875,u303e-cony,cony,1,100,evolved,False,0
1879858885,u099u-alice,alice,1,120,ultra,False,0
1879858908,u1091e-hunt,hunt,1,100,evolved,False,0
1879858929,u457e-jessica,jessica,1,100,evolved,False,0
1879858958,u431e-cony,cony,1,120,evolved,False,0
1879858979,u1091e-hunt,hunt,1,100,evolved,False,0
1879859002,u1072e-brown,brown,1,100,evolved,False,0
1879859017,u1064e-cony,cony,1,100,evolved,False,0
1879859046,u306e-moon,moon,1,100,evolved,False,0
1879859069,u387e-moon,moon,1,100,evolved,False,0
1879859123,u457e-jessica,jessica,1,100,evolved,False,0
1879859147,u417e-sally,sally,1,100,evolved,False,0
1879909241,u016s-leonard,leonard,1,120,special,False,0
1879911508,u018s-leonard,leonard,1,160,special,False,0
1941919993,u002s-leonard,leonard,1,30,special,False,0
1974081157,u1610e-sk,sk,1,120,evolved,False,0
1974081158,u1610e-sk,sk,1,120,evolved,False,0
1974081260,u470e-cony,cony,1,100,evolved,False,0
1974081267,u1034e-dane,dane,1,100,evolved,False,0
1974081309,u124e-charles,charles,1,100,evolved,False,0
1974081407,u1027e-sally,sally,1,100,evolved,False,0
